Gene symbol	Shprmt1 /Scrmbl	Siprmt1 /Scrmbl	ShprmtOE /Scrmbl	ShprmtOE /Shprmt1	Scrmbl	Shprmt1	Siprmt1	ShprmtOE
DNM1L	2.387	2.450	2.602	1.090	5.345	6.600	6.638	6.725
SCOC	2.385	2.778	3.428	1.438	4.497	5.750	5.971	6.274
MX1	2.383	52.576	128.901	54.092	2.803	4.056	8.519	9.813
CSPP1	2.382	2.949	3.220	1.352	3.408	4.661	4.969	5.095
ZNF566	2.382	3.058	2.636	1.107	1.356	2.608	2.968	2.754
SALL4	2.382	1.692	1.622	0.681	3.591	4.843	4.350	4.288
LINC00342	2.380	2.030	3.039	1.277	1.996	3.247	3.018	3.600
ZKSCAN1	2.378	3.116	2.174	0.914	6.565	7.815	8.205	7.686
FAM76B	2.376	2.276	3.053	1.285	2.214	3.462	3.400	3.824
TNFAIP8L3	2.375	1.176	1.604	0.675	0.832	2.080	1.065	1.513
SCN3A	2.369	3.558	2.396	1.011	1.281	2.525	3.112	2.541
PTAFR	2.368	2.100	1.778	0.751	2.856	4.099	3.926	3.686
FMNL2	2.366	2.297	2.571	1.086	4.562	5.804	5.761	5.924
PSCA	2.366	5.379	11.102	4.693	1.623	2.865	4.050	5.095
GXYLT1	2.366	1.283	1.780	0.753	4.893	6.136	5.253	5.726
CDA	2.365	1.190	1.132	0.478	4.471	5.714	4.722	4.650
ANK3	2.363	3.322	2.504	1.060	5.594	6.835	7.326	6.918
MORC3	2.362	3.034	3.319	1.405	2.131	3.371	3.732	3.861
LOC100129617	2.359	1.000	1.371	0.581	0.000	1.238	0.000	0.455
HLF	2.359	3.458	1.371	0.581	0.000	1.238	1.790	0.455
LOC100422737	2.359	1.819	1.371	0.581	0.000	1.238	0.863	0.455
DTX1	2.359	2.092	1.185	0.502	0.000	1.238	1.065	0.245
LINC00663	2.359	3.458	1.185	0.502	0.000	1.238	1.790	0.245
HAGLROS	2.359	1.000	1.000	0.424	0.000	1.238	0.000	0.000
SERPINI1	2.359	1.819	1.000	0.424	0.000	1.238	0.863	0.000
LANCL1	2.358	3.023	2.281	0.967	3.766	5.004	5.362	4.956
KLF3	2.357	2.609	2.371	1.006	5.749	6.985	7.132	6.994
AADAC	2.357	7.888	7.012	2.975	0.722	1.959	3.702	3.532
TGM3	2.355	1.357	1.471	0.624	1.560	2.796	2.001	2.117
SLC25A25-AS1	2.354	2.345	2.352	0.999	2.472	3.707	3.702	3.706
RNMT	2.354	3.617	2.878	1.222	5.254	6.489	7.109	6.779
ZFP62	2.353	2.622	2.776	1.180	3.591	4.825	4.981	5.064
SMARCA5	2.353	2.949	3.039	1.292	4.949	6.184	6.510	6.553
SNORD89	2.350	4.746	1.634	0.695	3.116	4.348	5.362	3.824
LPAR5	2.348	1.560	1.692	0.721	2.601	3.833	3.243	3.360
ZNF44	2.348	2.956	2.511	1.070	2.438	3.669	4.002	3.766
C16orf87	2.347	3.302	2.776	1.183	2.254	3.485	3.977	3.727
R3HCC1L	2.347	2.850	2.514	1.071	3.298	4.529	4.809	4.628
GAS2L3	2.346	2.457	2.228	0.950	3.200	4.430	4.496	4.355
CAPN8	2.346	2.762	4.564	1.945	2.042	3.273	3.508	4.233
CEACAM6	2.344	0.928	1.394	0.595	8.508	9.737	8.400	8.987
CWC22	2.344	1.917	2.159	0.921	4.162	5.390	5.101	5.272
MLH3	2.342	4.243	4.794	2.047	3.072	4.299	5.157	5.333
RUNDC3A-AS1	2.340	1.971	2.939	1.256	1.117	2.344	2.096	2.673
KIF5B	2.340	2.070	2.495	1.066	6.148	7.375	7.198	7.467
YES1	2.340	4.100	3.744	1.600	3.666	4.893	5.702	5.571
ARMC1	2.338	2.114	2.377	1.016	4.366	5.592	5.446	5.615
KIAA0020	2.338	1.689	2.778	1.189	5.215	6.439	5.971	6.689
CKB	2.336	2.853	2.248	0.963	5.833	7.057	7.346	7.002
C6orf222	2.335	20.420	10.539	4.514	0.604	1.827	4.956	4.002
COL11A2	2.335	2.814	3.220	1.379	0.604	1.827	2.096	2.291
GPR155	2.335	5.329	2.488	1.066	0.604	1.827	3.018	1.919
LOC101927481	2.335	2.994	2.366	1.013	0.604	1.827	2.186	1.846
NUDT4	2.335	1.377	1.390	0.595	0.604	1.827	1.065	1.079
PPP1R3E	2.334	3.325	1.965	0.842	1.740	2.963	3.473	2.714
FRMD4B	2.333	6.021	3.718	1.594	3.026	4.249	5.616	4.921
CLDN18	2.332	2.545	8.211	3.521	6.527	7.749	7.875	9.565
CDC42EP2	2.330	1.387	1.682	0.722	1.427	2.648	1.899	2.177
CCDC121	2.330	1.793	1.199	0.515	1.427	2.648	2.270	1.689
GOLGA8A	2.329	3.595	3.367	1.446	3.923	5.142	5.769	5.674
FZD6	2.328	2.549	2.610	1.121	3.606	4.825	4.956	4.990
TNKS2	2.324	3.818	2.383	1.025	3.179	4.396	5.112	4.432
FNIP1	2.323	4.254	3.102	1.335	2.748	3.964	4.837	4.381
ZNF814	2.323	2.439	1.640	0.706	1.682	2.898	2.968	2.396
LIG4	2.323	2.766	3.763	1.620	1.028	2.244	2.496	2.940
TAF1A	2.323	2.097	3.399	1.463	1.028	2.244	2.096	2.794
ZNF841	2.323	2.632	1.672	0.720	1.028	2.244	2.425	1.770
GCNT3	2.322	3.288	2.619	1.128	3.834	5.049	5.551	5.223
LMO7	2.320	2.555	1.685	0.726	5.724	6.938	7.078	6.477
IL6ST	2.316	4.417	3.025	1.306	2.438	3.650	4.581	4.035
FAM35DP	2.315	1.671	2.202	0.951	1.356	2.567	2.096	2.495
ZNF148	2.315	2.977	2.957	1.277	4.842	6.053	6.416	6.406
SEC31B	2.308	2.684	2.854	1.236	0.475	1.682	1.899	1.988
LOC101928855	2.308	1.112	2.053	0.890	0.475	1.682	0.629	1.513
GRASP	2.308	1.505	1.787	0.774	0.475	1.682	1.065	1.312
KLB	2.308	2.488	1.120	0.485	0.475	1.682	1.790	0.638
KIF27	2.307	2.174	2.544	1.103	1.848	3.054	2.968	3.195
TOB2P1	2.307	1.416	1.360	0.589	1.848	3.054	2.349	2.291
PRODH	2.307	0.642	2.151	0.932	2.538	3.744	1.899	3.643
RLF	2.306	3.946	2.593	1.125	3.971	5.177	5.952	5.346
FGD4	2.305	2.448	2.617	1.135	4.822	6.027	6.114	6.210
SNORA32	2.303	2.668	1.689	0.733	0.933	2.137	2.349	1.689
TRIM45	2.303	1.667	1.495	0.649	0.933	2.137	1.671	1.513
GUF1	2.302	0.923	2.237	0.972	3.477	4.680	3.362	4.639
SLK	2.300	2.306	2.248	0.978	6.195	7.397	7.400	7.364
SLC12A2	2.300	2.122	2.511	1.092	7.527	8.728	8.612	8.855
ATP8A1	2.300	3.109	3.159	1.374	1.281	2.482	2.917	2.940
TRADD	2.296	1.398	1.545	0.673	3.766	4.965	4.250	4.394
ATF7IP2	2.294	1.433	2.196	0.957	2.173	3.371	2.692	3.307
HSD17B10	2.294	1.107	1.488	0.649	5.898	7.095	6.044	6.471
MMP24-AS1	2.293	0.688	2.153	0.939	2.330	3.528	1.790	3.437
LRRC37A2	2.293	1.936	1.932	0.842	2.330	3.528	3.284	3.280
OSBPL11	2.290	2.585	2.080	0.908	3.494	4.689	4.864	4.551
CCDC176	2.285	3.065	1.854	0.811	2.570	3.763	4.186	3.461
RGPD2	2.284	6.214	3.827	1.675	2.131	3.322	4.766	4.067
ICE1	2.282	3.046	3.198	1.401	4.748	5.938	6.354	6.425
YTHDF3	2.282	1.819	2.242	0.983	4.601	5.791	5.464	5.766
TMEM86A	2.280	0.715	1.708	0.749	0.832	2.021	0.348	1.604
KIAA2018	2.279	2.032	2.604	1.143	3.575	4.764	4.598	4.956
PDS5B	2.279	2.835	2.188	0.960	4.912	6.100	6.416	6.042
WDFY1	2.277	3.046	3.081	1.353	3.794	4.981	5.400	5.417
PCM1	2.277	3.840	2.884	1.267	4.162	5.349	6.103	5.690
CASC1	2.277	6.862	3.295	1.447	0.333	1.520	3.112	2.054
CAPN3	2.277	2.094	2.707	1.189	0.333	1.520	1.400	1.770
ARL13A	2.277	1.444	1.235	0.542	0.333	1.520	0.863	0.638
CENPF	2.276	1.519	1.329	0.584	5.336	6.522	5.939	5.746
SMG1	2.275	3.260	2.807	1.234	4.601	5.786	6.305	6.090
ENTPD8	2.273	2.831	2.406	1.059	1.899	3.083	3.400	3.166
UACA	2.271	2.232	1.379	0.607	4.053	5.236	5.211	4.516
LHFPL2	2.269	1.697	2.041	0.899	4.243	5.425	5.006	5.272
OTUD4	2.267	1.728	2.769	1.221	3.460	4.641	4.250	4.930
CFB	2.267	147.482	26.362	11.630	1.427	2.608	8.632	6.148
LINC00969	2.267	2.808	2.991	1.320	1.427	2.608	2.917	3.008
FALEC	2.267	2.402	0.992	0.438	1.427	2.608	2.692	1.416
LIMA1	2.266	3.025	2.156	0.952	8.038	9.219	9.635	9.147
DPY19L4	2.266	3.343	3.444	1.520	2.720	3.900	4.461	4.504
NPSR1	2.262	1.216	1.401	0.619	1.117	2.295	1.400	1.604
WAPAL	2.261	2.606	2.861	1.265	5.666	6.843	7.048	7.182
GBAP1	2.261	1.580	1.927	0.852	3.072	4.249	3.732	4.018
IFNAR1	2.257	2.185	1.950	0.864	4.497	5.671	5.624	5.460
NCOA3	2.257	3.207	2.454	1.087	5.647	6.822	7.329	6.943
ZC2HC1A	2.256	2.276	2.191	0.971	1.623	2.796	2.809	2.754
NF1	2.256	3.085	3.445	1.528	3.279	4.453	4.904	5.064
SLC1A7	2.254	11.364	3.978	1.765	0.722	1.895	4.229	2.714
MLK7-AS1	2.250	3.883	3.459	1.537	2.292	3.462	4.250	4.083
ST5	2.249	4.445	3.650	1.623	1.356	2.525	3.508	3.224
POLQ	2.245	4.939	4.151	1.849	2.403	3.570	4.707	4.456
AKAP2	2.245	1.738	1.171	0.521	2.403	3.570	3.200	2.630
RAB11FIP1	2.245	2.078	1.934	0.862	7.719	8.885	8.774	8.670
BRCA2	2.244	1.659	1.747	0.778	2.632	3.798	3.362	3.437
NEAT1	2.244	8.389	7.106	3.166	4.384	5.551	7.453	7.213
KLHL42	2.244	1.704	2.068	0.922	5.293	6.459	6.062	6.342
ATAD2	2.243	2.733	2.753	1.228	4.789	5.954	6.239	6.250
FANCM	2.239	1.695	3.126	1.396	1.028	2.191	1.790	2.673
ADH1A	2.238	2.577	2.034	0.909	0.176	1.339	1.542	1.200
GOLGA6L17P	2.238	2.335	1.705	0.762	0.176	1.339	1.400	0.946
AKAP11	2.238	2.606	3.254	1.454	3.279	4.441	4.661	4.982
CWF19L2	2.238	3.869	2.959	1.322	3.137	4.299	5.089	4.702
MIA2	2.236	8.399	4.045	1.809	2.601	3.763	5.672	4.618
NECAB3	2.236	1.065	1.631	0.729	2.601	3.763	2.692	3.307
EPS8	2.234	2.518	2.546	1.139	5.518	6.678	6.851	6.867
MEGF6	2.233	2.401	2.227	0.997	3.766	4.926	5.030	4.921
TMOD3	2.231	2.694	2.743	1.229	4.203	5.361	5.632	5.658
FXYD2	2.230	1.535	2.625	1.177	1.281	2.437	1.899	2.673
FXYD6-FXYD2	2.230	1.535	2.625	1.177	1.281	2.437	1.899	2.673
ARHGAP24	2.230	3.671	1.709	0.766	1.281	2.437	3.157	2.054
SP140L	2.229	4.144	5.311	2.383	3.026	4.183	5.078	5.435
SRFBP1	2.228	2.909	3.737	1.677	3.240	4.396	4.781	5.142
GNA13	2.226	2.822	2.439	1.096	3.298	4.453	4.795	4.584
SREK1	2.226	2.924	2.328	1.046	5.800	6.954	7.348	7.019
LTN1	2.225	3.473	2.704	1.215	3.477	4.631	5.274	4.912
RBM4	2.225	2.531	1.711	0.769	2.662	3.816	4.002	3.437
ANGPT2	2.223	1.736	2.976	1.339	0.604	1.756	1.400	2.177
UTP14C	2.223	1.916	2.000	0.900	0.604	1.756	1.542	1.604
ZNF432	2.223	2.634	2.000	0.900	0.604	1.756	2.001	1.604
LTB4R2	2.223	0.658	1.634	0.735	0.604	1.756	0.000	1.312
LOC389602	2.223	1.377	1.512	0.680	0.604	1.756	1.065	1.200
HIST2H2BF	2.223	1.017	0.658	0.296	0.604	1.756	0.629	0.000
NFKBIZ	2.223	11.008	7.786	3.503	1.495	2.648	4.956	4.456
GOLGA6L9	2.222	2.894	3.259	1.466	2.042	3.194	3.576	3.747
RANBP6	2.217	1.042	2.644	1.193	2.632	3.780	2.692	4.035
CTAGE10P	2.214	1.810	1.203	0.544	0.933	2.080	1.790	1.200
RBP7	2.214	0.667	1.009	0.456	0.933	2.080	0.348	0.946
SYT7	2.214	1.702	1.708	0.772	3.543	4.689	4.310	4.316
CEP290	2.213	2.357	1.907	0.862	2.403	3.549	3.640	3.334
ZBTB33	2.212	3.092	2.769	1.252	3.947	5.093	5.576	5.417
SNX4	2.212	2.959	2.993	1.353	4.497	5.642	6.062	6.078
MTMR11	2.210	2.388	2.494	1.128	2.506	3.650	3.761	3.824
ZNF564	2.210	2.920	2.389	1.081	1.996	3.140	3.542	3.252
GALNT1	2.208	1.924	2.230	1.010	6.773	7.916	7.717	7.930
AGAP5	2.208	1.978	2.773	1.256	1.201	2.344	2.186	2.673
SALRNA1	2.208	1.622	1.725	0.781	1.201	2.344	1.899	1.988
ELK3	2.207	3.970	3.446	1.562	2.131	3.273	4.120	3.916
ZNF704	2.205	3.359	3.203	1.453	2.254	3.394	4.002	3.933
PDS5A	2.204	2.510	2.798	1.269	5.060	6.200	6.388	6.544
ZNF321P	2.204	1.119	1.419	0.644	2.856	3.995	3.018	3.360
DSP	2.198	2.015	1.737	0.790	9.676	10.812	10.687	10.472
KMT2E	2.196	4.008	2.256	1.027	5.803	6.938	7.806	6.977
FSBP	2.196	5.919	4.439	2.021	1.948	3.083	4.514	4.099
CDK3	2.196	1.108	2.661	1.212	1.948	3.083	2.096	3.360
SERPINA4	2.196	7.052	1.604	0.731	1.948	3.083	4.766	2.630
HSPB2-C11orf52	2.193	1.746	1.215	0.554	2.214	3.347	3.018	2.495
DENND5B	2.193	2.447	1.891	0.862	3.116	4.249	4.406	4.035
GCOM1	2.191	2.081	2.233	1.019	4.782	5.914	5.839	5.941
TAX1BP1	2.191	3.179	3.124	1.426	7.099	8.230	8.767	8.742
TGS1	2.191	2.473	2.299	1.049	4.253	5.384	5.559	5.454
XAF1	2.189	172.206	111.321	50.850	0.000	1.130	7.428	6.799
DNM3	2.189	4.004	3.040	1.388	0.000	1.130	2.001	1.604
NR1H4	2.189	3.731	2.483	1.134	0.000	1.130	1.899	1.312
ARHGAP26-AS1	2.189	1.273	2.483	1.134	0.000	1.130	0.348	1.312
ZNF888	2.189	1.546	1.556	0.711	0.000	1.130	0.629	0.638
ZC3HAV1L	2.189	2.092	1.371	0.626	0.000	1.130	1.065	0.455
SNORA73B	2.189	1.273	1.185	0.541	0.000	1.130	0.348	0.245
SNORD45B	2.189	1.000	1.185	0.541	0.000	1.130	0.000	0.245
LOC401585	2.189	1.000	1.185	0.541	0.000	1.130	0.000	0.245
KCNQ1-AS1	2.189	1.273	1.000	0.457	0.000	1.130	0.348	0.000
TOR1AIP1	2.188	1.671	1.450	0.663	3.738	4.868	4.479	4.275
SEPT7	2.186	2.846	2.763	1.264	5.891	7.020	7.400	7.357
PJA2	2.186	3.217	2.712	1.241	4.979	6.108	6.665	6.419
WDR72	2.186	3.917	4.087	1.870	3.220	4.348	5.190	5.251
LRPPRC	2.186	1.520	2.235	1.023	5.082	6.210	5.687	6.243
RIOK3	2.185	3.039	2.118	0.969	5.551	6.678	7.154	6.633
ALPPL2	2.185	2.249	6.292	2.880	0.832	1.959	2.001	3.485
MBTD1	2.183	5.618	3.506	1.606	1.356	2.482	3.846	3.166
KRIT1	2.183	2.602	3.001	1.375	4.030	5.156	5.410	5.615
KLHL8	2.182	2.087	2.698	1.236	4.339	5.464	5.400	5.770
ZNF776	2.182	2.180	3.187	1.461	1.740	2.865	2.864	3.412
LRRC37A	2.181	1.733	2.058	0.943	1.899	3.024	2.692	2.940
LINC00685	2.181	1.586	2.008	0.921	1.899	3.024	2.564	2.905
KIAA1919	2.181	1.586	1.660	0.761	1.899	3.024	2.564	2.630
EPS8L1	2.181	3.235	2.573	1.180	2.403	3.528	4.097	3.766
SEMA3C	2.180	2.100	2.076	0.952	2.931	4.056	4.002	3.985
ACADM	2.179	4.680	3.335	1.530	3.794	4.917	6.020	5.531
RCAN3	2.179	1.272	1.341	0.615	3.983	5.107	4.330	4.407
LRRC37A4P	2.179	1.726	2.119	0.972	4.243	5.367	5.030	5.326
MYO6	2.179	3.606	2.370	1.088	7.458	8.581	9.308	8.703
RAB5A	2.178	1.814	1.754	0.805	5.762	6.885	6.622	6.573
NKTR	2.177	2.547	2.670	1.227	5.020	6.143	6.369	6.437
RAI14	2.176	2.798	1.974	0.907	7.147	8.269	8.632	8.129
PAPSS2	2.176	0.883	1.069	0.491	5.269	6.391	5.089	5.366
CLOCK	2.172	3.969	3.212	1.479	2.748	3.867	4.737	4.432
IL10RB-AS1	2.172	3.034	1.998	0.920	2.748	3.867	4.350	3.747
FAM35A	2.171	1.589	2.347	1.081	3.681	4.799	4.350	4.912
ANKRD9	2.168	1.166	1.156	0.533	4.375	5.492	4.598	4.584
TAOK3	2.168	3.264	2.649	1.222	5.986	7.102	7.693	7.391
FAM117B	2.168	1.481	1.497	0.691	3.279	4.396	3.846	3.861
LPIN3	2.168	1.470	1.442	0.665	4.348	5.464	4.904	4.876
EMILIN3	2.168	1.470	1.442	0.665	4.348	5.464	4.904	4.876
GALNT7	2.167	2.279	2.496	1.152	4.862	5.977	6.050	6.181
MYCBP2-AS1	2.167	2.783	3.225	1.488	1.996	3.112	3.473	3.686
FGD6	2.166	3.161	1.566	0.723	1.848	2.963	3.508	2.495
HOOK3	2.165	3.860	3.284	1.516	2.956	4.070	4.904	4.671
SLC28A3	2.165	2.733	2.447	1.130	2.956	4.070	4.406	4.247
ZNF770	2.164	3.661	3.732	1.724	4.734	5.847	6.606	6.633
AHCTF1	2.164	2.380	2.698	1.247	3.426	4.539	4.677	4.858
FRS2	2.163	2.116	2.532	1.170	4.162	5.275	5.243	5.502
DNAAF3	2.162	0.742	1.604	0.742	1.495	2.608	1.065	2.177
SNORA76C	2.160	0.688	1.348	0.624	2.438	3.549	1.899	2.869
GMFB	2.158	1.398	2.615	1.212	3.724	4.834	4.208	5.111
ZNF438	2.157	1.323	1.459	0.676	3.298	4.407	3.702	3.843
KIAA0586	2.154	3.127	2.199	1.021	2.087	3.194	3.732	3.224
LIPH	2.153	1.736	1.524	0.708	5.866	6.972	6.661	6.474
GRIN2C	2.152	0.471	0.932	0.433	1.948	3.054	0.863	1.846
IPO8	2.151	1.113	1.351	0.628	5.571	6.676	5.725	6.005
RNF144A	2.151	1.930	2.854	1.327	0.722	1.827	1.671	2.235
ZNF182	2.151	4.247	2.067	0.961	0.722	1.827	2.809	1.770
RSPH4A	2.151	1.765	1.730	0.804	0.722	1.827	1.542	1.513
TIMP2	2.150	2.348	1.760	0.818	4.669	5.773	5.900	5.484
INO80D	2.149	3.214	3.172	1.476	3.220	4.324	4.904	4.885
NSD1	2.149	1.805	2.088	0.971	5.837	6.940	6.688	6.898
SLCO2A1	2.149	0.682	1.678	0.781	1.795	2.898	1.242	2.541
SPAG9	2.148	2.413	2.006	0.934	5.738	6.841	7.009	6.742
SPHK2	2.148	1.495	1.310	0.610	4.172	5.275	4.752	4.562
HIVEP2	2.147	3.283	1.876	0.874	3.094	4.196	4.809	4.002
MLLT3	2.145	3.273	3.263	1.521	3.026	4.128	4.737	4.733
STAG3L3	2.144	1.237	1.242	0.579	2.662	3.763	2.968	2.975
HSPA4L	2.144	1.558	2.408	1.123	3.260	4.360	3.900	4.528
DZIP1L	2.143	1.251	1.990	0.928	2.173	3.273	2.496	3.166
BIRC3	2.142	15.748	8.446	3.943	0.333	1.432	4.310	3.412
IL32	2.142	14.014	7.416	3.462	0.333	1.432	4.142	3.224
GPR20	2.142	0.794	1.530	0.714	0.333	1.432	0.000	0.946
TPR	2.142	1.988	1.354	0.632	5.189	6.288	6.181	5.626
RSRC1	2.139	1.756	2.009	0.939	5.640	6.737	6.452	6.647
TFAMP1	2.138	1.245	2.127	0.995	4.053	5.149	4.369	5.142
MAP7D3	2.137	2.198	1.768	0.828	4.943	6.038	6.079	5.766
ZNF766	2.136	4.756	2.765	1.294	3.391	4.486	5.640	4.858
SLC30A9	2.136	1.906	1.918	0.898	4.075	5.170	5.006	5.015
RBAK	2.135	1.615	1.956	0.916	2.632	3.726	3.323	3.600
ZBED6	2.132	3.690	2.489	1.168	3.834	4.926	5.717	5.149
MGAT3	2.131	5.860	6.074	2.850	1.740	2.831	4.290	4.342
UBA6	2.130	3.519	4.170	1.958	2.980	4.070	4.795	5.040
PCF11	2.129	3.769	3.316	1.557	3.637	4.727	5.551	5.366
SNX13	2.128	3.982	3.346	1.572	3.591	4.680	5.584	5.333
PLCH1	2.128	3.410	1.906	0.896	2.691	3.780	4.461	3.622
CLPX	2.126	2.636	1.960	0.922	4.809	5.897	6.208	5.780
LOC100335030	2.125	4.527	4.019	1.891	0.933	2.021	3.112	2.940
CFI	2.125	7.530	0.524	0.246	0.933	2.021	3.846	0.000
ZDHHC1	2.124	3.605	0.948	0.446	1.996	3.083	3.846	1.919
PIK3C3	2.124	3.809	2.059	0.969	2.601	3.688	4.531	3.643
ANKRD37	2.124	3.269	0.806	0.380	2.601	3.688	4.310	2.291
GJB5	2.124	0.681	1.434	0.675	4.130	5.217	3.576	4.650
ZFX	2.124	3.358	3.510	1.652	4.366	5.453	6.114	6.178
TRIM38	2.123	5.095	3.621	1.705	5.189	6.275	7.538	7.045
DTX3L	2.123	5.533	5.789	2.727	6.108	7.194	8.576	8.641
SH3BGRL	2.122	1.780	2.235	1.053	5.158	6.243	5.989	6.318
HIF1A	2.121	3.235	2.239	1.056	5.249	6.334	6.943	6.412
STRN	2.119	1.873	2.082	0.982	3.072	4.155	3.977	4.129
ARMCX5	2.119	0.825	1.821	0.860	3.477	4.560	3.200	4.342
KIAA1161	2.119	1.267	1.338	0.632	3.477	4.560	3.818	3.898
SMC5	2.118	1.776	1.972	0.931	3.336	4.419	4.164	4.316
CCRL2	2.118	1.107	2.180	1.029	2.662	3.744	2.809	3.786
KIF21A	2.115	2.693	3.034	1.434	4.741	5.822	6.170	6.342
NIN	2.115	1.943	2.030	0.960	2.803	3.884	3.761	3.824
DGKE	2.114	1.842	2.679	1.267	2.087	3.167	2.968	3.509
CDK6	2.114	3.147	3.791	1.793	4.661	5.741	6.315	6.584
ZNF234	2.114	1.962	2.323	1.099	2.570	3.650	3.542	3.786
OMA1	2.113	2.423	2.634	1.247	3.666	4.745	4.943	5.064
EFNA1	2.112	7.183	1.454	0.688	3.543	4.621	6.388	4.083
SEMA3A	2.111	4.669	3.641	1.725	2.720	3.798	4.943	4.584
F2RL2	2.111	1.736	4.074	1.930	0.604	1.682	1.400	2.630
LINC00483	2.111	2.634	2.122	1.005	0.604	1.682	2.001	1.689
ZBTB10	2.109	2.887	1.784	0.846	2.472	3.549	4.002	3.307
METTL15	2.108	2.536	2.464	1.169	3.575	4.651	4.917	4.876
TMEM260	2.108	2.342	3.135	1.487	2.980	4.056	4.208	4.628
NOXA1	2.108	2.619	2.289	1.086	2.980	4.056	4.369	4.175
FAM105A	2.108	2.169	1.652	0.784	1.948	3.024	3.066	2.673
LDHD	2.105	2.133	2.391	1.136	4.075	5.149	5.168	5.333
RHCG	2.105	0.587	1.657	0.787	1.117	2.191	0.348	1.846
SLC28A2	2.102	6.069	2.722	1.295	1.495	2.567	4.097	2.940
CEBPA-AS1	2.102	2.001	1.801	0.857	1.495	2.567	2.496	2.345
PSD3	2.101	1.992	2.394	1.140	3.336	4.407	4.330	4.596
CCDC71	2.101	1.965	1.201	0.571	3.336	4.407	4.310	3.600
NBEAL2	2.101	1.116	1.588	0.756	4.172	5.243	4.330	4.839
ADRB1	2.100	1.311	1.250	0.595	1.795	2.865	2.186	2.117
DLEU2	2.100	0.918	1.250	0.595	1.795	2.865	1.671	2.117
FIBCD1	2.100	0.682	1.250	0.595	1.795	2.865	1.242	2.117
MFN1	2.099	1.779	2.504	1.193	4.086	5.156	4.917	5.410
WRN	2.099	2.620	2.545	1.212	3.072	4.141	4.461	4.419
KIAA1109	2.096	4.592	3.164	1.510	3.898	4.965	6.097	5.560
DDAH1	2.096	1.123	1.449	0.692	5.986	7.053	6.153	6.521
MAP2K4	2.094	1.790	1.268	0.606	3.724	4.790	4.565	4.067
USP33	2.091	2.675	2.306	1.103	4.761	5.826	6.181	5.967
TSPAN9	2.091	1.032	1.040	0.498	3.354	4.419	3.400	3.412
CCDC82	2.091	3.629	2.397	1.146	3.158	4.223	5.018	4.419
STAU2	2.091	2.865	2.251	1.077	3.158	4.223	4.677	4.329
NIPBL-AS1	2.091	1.164	1.541	0.737	2.131	3.194	2.349	2.754
SNX25	2.090	1.985	1.480	0.708	1.281	2.344	2.270	1.846
PERM1	2.089	1.636	2.229	1.067	0.832	1.895	1.542	1.988
RASSF2	2.089	0.869	2.020	0.967	0.832	1.895	0.629	1.846
CACFD1	2.089	0.723	1.082	0.518	3.710	4.773	3.243	3.824
TM6SF1	2.088	4.026	3.346	1.603	0.176	1.238	2.186	1.919
COX10-AS1	2.088	3.301	2.690	1.288	0.176	1.238	1.899	1.604
TBC1D22A-AS1	2.088	2.093	2.198	1.053	0.176	1.238	1.242	1.312
LDLRAD1	2.088	4.751	2.034	0.974	0.176	1.238	2.425	1.200
LOC100272216	2.088	1.368	2.034	0.974	0.176	1.238	0.629	1.200
OR10A4	2.088	1.368	1.870	0.895	0.176	1.238	0.629	1.079
EMID1	2.088	1.852	1.870	0.895	0.176	1.238	1.065	1.079
S100A1	2.088	2.577	1.705	0.817	0.176	1.238	1.542	0.946
GDPD2	2.088	1.127	1.705	0.817	0.176	1.238	0.348	0.946
CERKL	2.088	1.610	1.541	0.738	0.176	1.238	0.863	0.800
CSGALNACT1	2.088	0.885	1.377	0.660	0.176	1.238	0.000	0.638
LOC101926933	2.088	0.885	0.885	0.424	0.176	1.238	0.000	0.000
BTAF1	2.087	2.635	2.315	1.109	4.162	5.223	5.559	5.372
RIF1	2.086	1.908	1.780	0.853	4.676	5.737	5.608	5.508
LARP7	2.085	2.867	2.661	1.277	5.535	6.595	7.054	6.947
LOC613037	2.084	2.564	2.293	1.100	2.403	3.462	3.761	3.600
MPZL2	2.082	2.949	1.927	0.926	7.933	8.991	9.493	8.880
RANBP2	2.082	2.828	2.390	1.148	4.608	5.666	6.108	5.865
IQGAP2	2.081	2.870	2.459	1.182	6.121	7.179	7.642	7.420
CLVS1	2.080	1.316	1.994	0.959	3.179	4.236	3.576	4.175
BCLAF1	2.079	2.049	2.405	1.157	5.220	6.275	6.255	6.486
TULP4	2.078	1.607	2.041	0.982	2.956	4.011	3.640	3.985
KAT6A	2.077	2.085	1.736	0.836	6.102	7.157	7.163	6.898
PABPC1L	2.074	1.778	2.766	1.333	2.087	3.140	2.917	3.555
SUPT16H	2.074	1.397	1.474	0.710	7.399	8.452	7.882	7.958
OSBPL5	2.073	3.228	1.257	0.607	2.538	3.590	4.229	2.869
PTPRB	2.073	2.288	0.779	0.376	2.538	3.590	3.732	2.177
MYO1B	2.073	3.122	2.606	1.257	4.712	5.764	6.354	6.094
CNOT6L	2.073	4.478	3.003	1.449	3.477	4.529	5.640	5.064
CCDC144A	2.073	3.703	2.036	0.982	1.028	2.080	2.917	2.054
PLA2R1	2.072	3.175	2.325	1.122	2.881	3.933	4.548	4.099
MFI2	2.071	2.236	1.607	0.776	3.591	4.641	4.752	4.275
CPT1B	2.071	1.993	3.644	1.760	2.367	3.417	3.362	4.233
